electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,canton,commissioning_date,contract_period_end,company,tariff,project_name,production
0.045,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH01,CH012,8.355,46.5319,Oberwald,3999,3999.0,Grimselpasshöhe Hotel Grim,VS,2006-09-18,2031-12-31,Hotel Grimselblick Kleinkraftwerk Gemmet,44458.17999999999,Kleinkraftwerk Gemmet,158.8776
0.0021,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.1111,47.1757,Courtelary,2608,2608.0,,BE,2006-09-19,2031-12-31,Natural person,1479.75,Natural person,1.973
0.115,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH02,CH022,7.1172,46.7905,Villars-sur-Glâne,1752,1752.0,Ste Apolline 20,FR,2006-09-20,2026-12-31,STEP Villars-s-Glâne,158874.76000000004,CCF Villars-sur-Glâne,714.132
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.1685,47.43,Uzwil,9240,9240.0,,SG,2006-09-20,2031-12-31,Natural person,2232.0,Natural person,2.976
0.007,Renewable energy,Wind,,Onshore,BFE,CH0,CH05,CH055,9.1108,47.3567,Oberhelfenschwil,9621,9621.0,,SG,2006-09-24,2026-12-31,Natural person,969.6000000000001,Natural person,4.848
0.0252,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2585,47.5709,Döttingen,5312,5312.0,,AG,2006-09-26,2031-12-31,Natural person,16312.37,Natural person,20.289
0.0085,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.4684,47.315,Bonstetten,8906,8906.0,,ZH,2006-09-27,2031-12-31,Natural person,6614.099999999999,Natural person,7.349
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.2126,47.0107,Schwarzenberg,6013,6013.0,,LU,2006-09-28,2031-12-31,Juridical person,2233.5,Juridical person,2.978
0.12,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH03,CH033,8.2184,47.479,Windisch,5210,5210.0,Sommerau,AG,2006-09-30,2026-12-31,Abwasserverband Kläranlage Brugg-Birrfeld,-92618.79999999999,Energiekonzept ARA Brugg-Birrfeld,1.0041
0.003,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.8147,46.9296,Bevaix,2022,2022.0,,NE,2006-10-01,2031-12-31,Natural person,2685.6000000000004,Natural person,2.984
0.0031,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.5579,47.5141,Oberwil,4104,4104.0,,BL,2006-10-01,2031-12-31,Natural person,2410.2099999999996,Natural person,3.213638
0.15415,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,7.0705,47.057,Le Landeron,2525,2525.0,ZI Prés-Bugnons ,NE,2006-10-06,2031-12-31,ROLLOMATIC SA,106389.02,PV Rollomatic SA Nicolas Wyss,158.258
0.0042,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.8999,47.3207,Aarburg,4663,4663.0,,AG,2006-10-09,2031-12-31,Natural person,3289.5,Natural person,4.386
0.0057,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6881,46.6273,Bottens,1041,1041.0,,VD,2006-10-10,2031-12-31,Natural person,3182.25,Natural person,4.243
0.0041,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.6436,47.6905,Feuerthalen,8245,8245.0,,ZH,2006-10-10,2031-12-31,Natural person,3363.0,Natural person,4.484
0.0036,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,7.0115,46.3418,Leysin,1854,1854.0,,VD,2006-10-10,2031-12-31,Natural person,3464.9999999999995,Natural person,4.62
0.0036,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.318,47.1808,Hohenrain,6276,6276.0,,LU,2006-10-13,2031-12-31,Natural person,1827.0,Natural person,2.436
0.0089,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,9.3787,47.5659,Romanshorn,8590,8590.0,,TG,2006-10-15,2031-12-31,Natural person,8311.300000000001,Natural person,9.234774999999999
0.0065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3977,46.9043,Oberwangen,3173,3173.0,,BE,2006-10-16,2031-12-31,Natural person,5277.750000000001,Natural person,7.037
0.0053,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.6687,47.2268,Wädenswil,8820,8820.0,,ZH,2006-10-17,2031-12-31,Natural person,1804.2,Natural person,4.358
0.16,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH01,CH011,6.6328,46.51600000000001,Lausanne,1007,1007.0,Vallée de la Jeunesse 1,VD,2006-10-19,2031-12-31,Service de l`eau,162123.56999999998,KWK Service de l`eau Lausanne - Micro-turbinage du Capelard,603.2085
0.0042,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.9812,47.3214,Safenwil,5745,5745.0,,AG,2006-10-20,2031-12-31,Natural person,1900.9699999999998,Natural person,3.091
0.0836,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH05,CH056,9.8761,46.8827,Klosters,7250,7250.0,Gotschnastrasse 497C,GR,2006-10-20,2031-12-31,Repower AG,68375.84999999999,K Repower AG Klosters - Dotierkraftwerk Wehr,272.789424
0.0016,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.486,47.1221,Sevelen,9475,9475.0,,SG,2006-10-20,2031-12-31,Natural person,1089.75,Natural person,1.453
0.0025,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH051,8.9964,46.9416,Braunwald,8784,8784.0,,GL,2006-10-24,2031-12-31,Juridical person,2398.5099999999998,Juridical person,2.665
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,7.078,46.9083,Faoug,1595,1595.0,,VD,2006-10-25,2031-12-31,Natural person,3931.2,Natural person,4.368
0.14,Renewable energy,Hydro,,Run-of-river,BFE,CH0,CH05,CH055,9.3748,47.4239,St. Gallen,9000,9000.0,St. Leonhardstrasse 59,SG,2006-10-28,2031-12-31,Glattstrom Buchholz AG,83204.62000000001,KW Buchholz St. Gallen,276.957692
0.023,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH05,CH055,9.4232,47.0456,Mels,8887,8887.0,,SG,2006-10-28,2031-12-31,Juridical person,25369.649999999998,Juridical person,81.068
0.0122,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH062,8.6505,46.8188,Erstfeld,6472,6472.0,,UR,2006-10-30,2031-12-31,Juridical person,8519.73,Juridical person,11.711
0.0016,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.8763,46.3068,Eggerberg,3939,3939.0,,VS,2006-10-31,2031-12-31,Juridical person,1002.1,Juridical person,1.822
0.01,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH01,CH011,6.3336,46.5376,Bière,1145,1145.0,,VD,2006-11-01,2026-12-31,Juridical person,11545.019999999999,Juridical person,29.218
0.0011,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.4138,46.636,Mathon,7433,7433.0,,GR,2006-11-01,2031-12-31,Juridical person,741.75,Juridical person,0.989
0.068,Renewable energy,Hydro,,Run-of-river,BFE,CH0,CH01,CH011,6.3916,46.4951,Aubonne,1170,1170.0,Chemin de l'Ouriettaz 173,VD,2006-11-01,2031-12-31,Armary Sàrl,90588.07999999997,K Armary Sàrl Aubonne,327.963075
0.00324,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.8664,46.6839,Interlaken,3800,3800.0,,BE,2006-11-01,2031-12-31,Juridical person,2388.4200000000005,Juridical person,3.203517
0.0097,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.0208,46.1189,Les Granges,1922,1922.0,,VS,2006-11-02,2031-12-31,Natural person,6047.250000000001,Natural person,8.113
0.0308,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.9459,47.2878,Zofingen,4800,4800.0,Strengelbachstrasse 14,AG,2006-11-02,2031-12-31,Kanton Aargau Departement Finanzen und Ressourcen,21439.3,PVA BZZ Turnhalle Zofingen - 1021 103,31.435950000000002
0.0056,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH051,8.9964,46.9416,Braunwald,8784,8784.0,,GL,2006-11-04,2031-12-31,Juridical person,4541.4,Juridical person,5.046
0.0013,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.354,47.2058,Wildhaus,9658,9658.0,,SG,2006-11-04,2031-12-31,Natural person,522.0,Natural person,0.696
0.35,Renewable energy,Hydro,,Run-of-river,BFE,CH0,CH03,CH033,7.8999,47.3207,Aarburg,4663,4663.0,Weberstrasse 11,AG,2006-11-07,2031-12-31,MEG TERRAN,240414.4,K KWKW Webcenter Aarburg,1082.8276260000002
0.0061,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.879,47.3674,Bauma,8494,8494.0,,ZH,2006-11-07,2031-12-31,Natural person,4814.25,Natural person,6.419
0.0033,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.9641,47.5357,Münchwilen,4333,4333.0,,AG,2006-11-08,2031-12-31,Natural person,2444.4,Natural person,2.716
0.0009,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.4417,47.2043,Gams,9473,9473.0,,SG,2006-11-09,2031-12-31,Natural person,120.60000000000002,Natural person,0.134
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.444,47.1825,Grabs,9472,9472.0,,SG,2006-11-10,2031-12-31,Natural person,1805.2499999999998,Natural person,2.407
0.125,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH01,CH012,7.3556,46.2274,Sion,1950,1950.0,Avenue Maurice-Troillet 180,VS,2006-11-11,2026-12-31,Ville de Sion,172378.62000000005,CCF STEP Châteauneuf/Sion,838.9369749999998
0.0121,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH051,9.0724,47.0888,Mollis,8753,8753.0,,GL,2006-11-12,2031-12-31,Natural person,6978.719999999999,Natural person,10.72
0.0031,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.56,46.8358,Maladers,7026,7026.0,,GR,2006-11-13,2031-12-31,Natural person,2635.5,Natural person,3.514
0.0097,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.0134,46.8672,Domdidier,1564,1564.0,,FR,2006-11-13,2031-12-31,Natural person,8566.5,Natural person,11.422
0.0012,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3407,47.0202,St.Niklausen,6005,6005.0,,LU,2006-11-13,2031-12-31,Natural person,914.3999999999999,Natural person,1.016
0.65,Renewable energy,Bioenergy,Biomass and biogas,Other or unspecified technology,BFE,CH0,CH06,CH061,7.9696,47.1992,Altishofen,6246,6246.0,Wiggenhof 1,LU,2006-11-14,2026-12-31,Biogas Altishofen GmbH,1368962.76,Biogasanlage Wiggenhof Altishofen,3699.36015
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.1832,47.413,Flawil,9230,9230.0,,SG,2006-11-15,2031-12-31,Natural person,1052.8400000000001,Natural person,1.403775
0.0225,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.469,47.442,Eggersriet,9034,9034.0,,SG,2006-11-19,2031-12-31,Natural person,14112.210000000001,Natural person,17.401
0.0031,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0613,47.5003,Hornussen,5075,5075.0,,AG,2006-11-20,2031-12-31,Natural person,2273.25,Natural person,3.031
0.032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH063,8.7134,47.1746,Dreifachturnhalle Maihof,8834,8834.0,Schulhausstrasse 10,SZ,2006-11-22,2031-12-31,Elektrizitätswerk Schindellegi,24539.90000000001,PV Schindellegi Dreifachturnhalle Maihof,36.5457
0.0075,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH05,CH057,8.9833,47.6667,Steckborn,8266,8266.0,,TG,2006-11-22,2031-12-31,Juridical person,8424.7,Juridical person,25.965
0.235,Renewable energy,Bioenergy,Biomass and biogas,Other or unspecified technology,BFE,CH0,CH03,CH033,8.3111,47.3691,Fischbach-Göslikon,5525,5525.0,Fohlenweidstrasse 8,AG,2006-11-22,2026-12-31,Franz Jordi,81400.06000000001,Biogasanlage Jordi,273.614061
0.0042,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH053,9.5481,47.4527,Wolfhalden,9427,9427.0,,AR,2006-11-23,2031-12-31,Natural person,2918.25,Natural person,3.891
0.0026,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.7491,47.0562,Le Locle,2400,2400.0,,NE,2006-11-28,2031-12-31,Natural person,1970.25,Natural person,2.627
0.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BFE,CH0,CH05,CH056,9.8833,46.55,Bever,7502,7502.0,Sax,GR,2006-11-30,2026-12-31,Zweckgemeinschaft ARA Sax  Samedan / Bever,65869.09000000001,BHKW ARA Sax,279.713325
0.2,Renewable energy,Bioenergy,Biomass and biogas,Other or unspecified technology,BFE,CH0,CH05,CH052,8.7072,47.7472,Thayngen,8240,8240.0,Erlengasse 16,SH,2006-11-30,2026-12-31,Winzeler GmbH,199948.93000000002,BHKW Winzeler Thayngen,438.40195199999994
0.00895,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4145,46.9258,Liebefeld,3097,3097.0,,BE,2006-11-30,2031-12-31,Natural person,4043.4699999999993,Natural person,9.274
0.0049,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7209,47.3471,Uster,8610,8610.0,,ZH,2006-12-01,2031-12-31,Natural person,2434.5,Natural person,3.246
0.0396,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6328,46.51600000000001,Lausanne,1004,1004.0,Route de Genève 63,VD,2006-12-03,2031-12-31,Sunseed SA,24880.630000000005,EPSIC II Bonvin,37.505478000000004
0.075,Renewable energy,Hydro,,Run-of-river,BFE,CH0,CH02,CH021,7.157,47.0942,Twann,2513,2513.0,Chlyne Twann 1,BE,2006-12-05,2031-12-31,KW Twannbach GmbH,51457.27000000001,Wasserkraftwerk Twannbach,146.9976
0.005,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.486,47.1221,Sevelen,9475,9475.0,,SG,2006-12-05,2031-12-31,Natural person,3968.6400000000003,Natural person,6.115
0.0055,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7897,47.5217,Wiesendangen,8542,8542.0,,ZH,2006-12-06,2031-12-31,Juridical person,3982.12,Juridical person,5.341
0.0021,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH025,7.3183,47.3407,Courtételle,2852,2852.0,,JU,2006-12-08,2031-12-31,Natural person,1866.75,Natural person,2.489
0.075,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH02,CH021,7.5603,46.4914,Adelboden,3715,3715.0,Alte Strasse 9,BE,2006-12-12,2031-12-31,Licht- und Wasserwerk Adelboden AG (LWA),126580.55,TWKW Adelboden Moosweid,512.0476
0.0029,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,6.828,46.8192,Estavayer-Le-Lac,1470,1470.0,,FR,2006-12-15,2031-12-31,Natural person,402.0,Natural person,0.536
0.0042,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3064,47.0505,Luzern,6015,6015.0,,LU,2006-12-15,2031-12-31,Natural person,2283.0,Natural person,3.044
0.018,Renewable energy,Hydro,,Run-of-river,BFE,CH0,CH02,CH021,7.9764,46.6372,Lütschental,3816,3816.0,,BE,2006-12-17,2031-12-31,Juridical person,46006.05,Juridical person,135.617
0.0016,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.8095,47.0459,La Sagne,2314,2314.0,,NE,2006-12-18,2031-12-31,Juridical person,1439.8600000000001,Juridical person,1.608
0.0074,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7241,47.5056,Winterthur,8400,8400.0,,ZH,2006-12-18,2031-12-31,Natural person,6008.489999999999,Natural person,8.011339
0.0013,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.894,47.4249,Kilchberg,4496,4496.0,,BL,2006-12-18,2031-12-31,Natural person,1137.75,Natural person,1.517
0.156,Renewable energy,Bioenergy,Biomass and biogas,Other or unspecified technology,BFE,CH0,CH05,CH057,8.9533,47.4965,Wängi,9545,9545.0,Anetswilerstrasse 14,TG,2006-12-18,2026-12-31,Sprenger Bioenergie-Gewinnung,199560.16999999998,B Sprenger Bioenergie-Gewinnung WKK - Wängi,433.56157499999995
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3938,46.8851,Niederscherli,3145,3145.0,,BE,2006-12-20,2031-12-31,Natural person,2752.5,Natural person,3.67
0.0021,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.7995,46.1709,Locarno,6600,6600.0,,TI,2006-12-22,2031-12-31,Natural person,1773.75,Natural person,2.365
0.00222,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2567,47.5336,Würenlingen,5303,5303.0,,AG,2006-12-23,2031-12-31,Natural person,1825.94,Natural person,2.192
0.075,Renewable energy,Hydro,,Run-of-river,BFE,CH0,CH03,CH033,8.3808,47.371,Rudolfstetten AG,8964,8964.0,Längenstrasse 1,AG,2007-01-01,2032-12-31,Andreas & Oliver Rohrer,8490.779999999999,Alte Papierfabrik Netstal,138.652525
0.0065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3977,46.9043,Oberwangen,3173,3173.0,,BE,2007-01-01,2032-12-31,Natural person,5223.75,Natural person,6.965
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6328,46.51600000000001,Lausanne,1005,1005.0,,VD,2007-01-01,2032-12-31,Natural person,1474.5,Natural person,1.966
0.009,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH053,9.483,47.4261,Rehetobel,9038,9038.0,,AR,2007-01-01,2032-12-31,Juridical person,8698.630000000001,Juridical person,9.714699999999999
0.0085,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH053,9.3864,47.3908,Teufen,9053,9053.0,,AR,2007-01-01,2032-12-31,Juridical person,6482.700000000001,Juridical person,7.203
0.03,Renewable energy,Bioenergy,Biomass and biogas,Other or unspecified technology,BFE,CH0,CH07,CH070,8.9799,46.1524,S. Antonino,6592,6592.0,Parzelle RFD 30,TI,2007-01-03,2027-12-31,Karl Scherer,-36.84,BHKW Ökostrom Scherer S. Antonio,-0.13155
0.0065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3779,46.9673,Hinterkappelen,3032,3032.0,,BE,2007-01-03,2032-12-31,Natural person,5150.25,Natural person,6.867
0.113,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH05,CH055,9.2548,47.4155,Gossau,9200,9200.0,,SG,2007-01-03,2032-12-31,Bieri Energie GmbH Baar,58371.37,Kraftwerk Haslenmühle,203.89860000000004
0.0097,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3779,46.9673,Hinterkappelen,3032,3032.0,,BE,2007-01-03,2032-12-31,Natural person,8504.25,Natural person,11.339
0.0065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.2818,46.67100000000001,Oberschrot,1716,1716.0,,FR,2007-01-15,2032-12-31,Natural person,5024.25,Natural person,6.699
0.0078,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH052,8.6349,47.6973,Schaffhausen,8200,8200.0,,SH,2007-01-19,2032-12-31,Natural person,5111.25,Natural person,6.815
0.0432,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,9.175,47.6505,Kreuzlingen,8280,8280.0,Schützenstrasse 17,TG,2007-01-26,2032-12-31,Ekkharthof (P-12137),28431.42,PVA HPZ Ekkharthof Sonderschulheim Kreuzlingen,43.1047
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.1034,46.7201,Rossens,1728,1728.0,,FR,2007-01-31,2032-12-31,Natural person,2598.75,Natural person,3.465
0.01,Renewable energy,Hydro,,Run-of-river,BFE,CH0,CH02,CH023,7.6607,47.3451,Ramiswil,4719,4719.0,,SO,2007-02-01,2032-12-31,Juridical person,7342.65,Juridical person,20.979
0.0029,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2788,47.3524,Wohlen,5610,5610.0,,AG,2007-02-03,2032-12-31,Natural person,2093.25,Natural person,2.791
0.0021,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.3841,46.2594,champlan,1971,1971.0,,VS,2007-02-06,2032-12-31,Natural person,2814.3,Natural person,3.127
0.0028,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.4329,47.0326,Wangs,7323,7323.0,,SG,2007-02-09,2032-12-31,Natural person,2355.0,Natural person,3.14
0.0124,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.5438,47.4056,Breitenbach,4226,4226.0,,SO,2007-02-14,2032-12-31,Natural person,8317.23,Natural person,11.089638
0.0042,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.8214,47.2412,Roggwil,4914,4914.0,,BE,2007-02-15,2032-12-31,Natural person,3413.25,Natural person,4.551
0.0013,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.4985,46.5113,Morges,1110,1110.0,,VD,2007-02-15,2032-12-31,Natural person,938.25,Natural person,1.251
0.0065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.3529,46.7662,Riffenmatt,3156,3156.0,,BE,2007-02-16,2032-12-31,Natural person,4822.5,Natural person,6.43
0.004,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH025,7.0752,47.4153,Porrentruy,2900,2900.0,,JU,2007-02-21,2032-12-31,Natural person,3012.0,Natural person,4.016
0.0042,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6809,46.6012,Froideville,1055,1055.0,,VD,2007-02-21,2032-12-31,Natural person,3510.0,Natural person,4.68
0.0097,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4504,47.0218,Münchenbuchsee,3053,3053.0,,BE,2007-02-22,2032-12-31,Natural person,4114.089999999999,Natural person,5.52
0.006,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.5434,47.4176,Brislach,4225,4225.0,,BL,2007-02-22,2032-12-31,Natural person,4752.8099999999995,Natural person,6.337032999999999
0.0026,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH063,8.6054,46.9936,Brunnen,6440,6440.0,,SZ,2007-02-23,2032-12-31,Natural person,2256.7499999999995,Natural person,3.009
0.0065,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6251,46.9263,Biglen,3507,3507.0,,BE,2007-02-26,2032-12-31,Natural person,4205.250000000001,Natural person,5.607
0.0024,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.1264,47.0843,Ruswil,6017,6017.0,,LU,2007-02-28,2032-12-31,Natural person,1727.25,Natural person,2.303
0.0037,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.1264,47.0843,Ruswil,6017,6017.0,,LU,2007-02-28,2032-12-31,Natural person,2703.6,Natural person,3.004
0.002,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3404,47.0794,Ebikon,6030,6030.0,,LU,2007-02-28,2032-12-31,Natural person,1712.25,Natural person,2.283
0.0048,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.1423,47.1489,Amden,8873,8873.0,,SG,2007-03-01,2032-12-31,Juridical person,1902.0,Juridical person,2.536
0.0095,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.8586,46.4531,La Tour-de-Peilz,1814,1814.0,,VD,2007-03-01,2032-12-31,Natural person,7180.500000000001,Natural person,9.574
0.06,Renewable energy,Bioenergy,Biomass and biogas,Other or unspecified technology,BFE,CH0,CH04,CH040,8.6188,47.4183,Dietlikon,8305,8305.0,Loorenstrasse 40,ZH,2007-03-01,2027-12-31,Christian Flach,117880.26000000001,Biomasse Christian Flach - Loorenhof - Dietlikon,256.26142500000003
0.03359,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.2914,46.4528,Bursins,1183,1183.0,Route de Mely,VD,2007-03-07,2032-12-31,Romande Energie SA,20257.8,PV Romande Energie SA Bursins - Bât. du CERN,37.898
0.003,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.1646,46.7761,Pierrafortscha,1723,1723.0,,FR,2007-03-07,2032-12-31,Natural person,1115.25,Natural person,1.487
0.0036,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.7053,47.4292,Ziefen,4417,4417.0,,BL,2007-03-07,2032-12-31,Natural person,2451.75,Natural person,3.269
